ID,Famille,Fonctionnalité,Statut,Usage et limites,Sources,Commit,Date de lecture
R07,"⏪ Reprendre, réparer et revenir en arrière",Réparation bornée d’une action,Conditionnel / limité,"Proposer une commande corrigée, puis éventuellement confier la récupération à un agent ; opt-in et tentatives bornées, succès jugé par la postcondition.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/adr/044-adaptive-recovery-for-deterministic-action-nodes.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/pkg/backend/model/executor_verified_action.go,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
R08,"⏪ Reprendre, réparer et revenir en arrière",Retries et auto-reprise encadrés,Conditionnel / limité,"Classification des erreurs, temporisation, compaction ou pause humaine ; auto-resume CLI optionnel, erreurs terminales exclues.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/adr/056-adaptive-run-level-recovery.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/pkg/runtime/recovery_dispatch.go,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
R09,"⏪ Reprendre, réparer et revenir en arrière",Indice de récupération après perte d’un pod,Conditionnel / limité,Exposer le dernier checkpoint workspace effectivement poussé et la commande de récupération ; ni restauration automatique ni preuve de livrable validé.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/resume.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
R10,"⏪ Reprendre, réparer et revenir en arrière",Bifurquer un run depuis un échange antérieur,Conditionnel / limité,"Créer un nouveau run à reprendre, avec inputs modifiés et retour au snapshot de code si disponible ; précision du point conversationnel dépendante du backend.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/cli-reference.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/pkg/runview/fork.go,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
G01,🌿 Travailler et livrer dans un dépôt,Worktree distinct par exécution,Conditionnel / limité,"Isoler les modifications Git du run ; le comportement dépend du mode et du dépôt, notamment pour un dépôt vide.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/dsl.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/repo-scope.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/adr/064-worktree-finalization-requires-delegated-authority.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
G02,🌿 Travailler et livrer dans un dépôt,Politique de finalisation Git,Conditionnel / limité,Conserver ou intégrer le résultat selon la politique choisie ; l’autorité de finalisation doit être accordée.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/cli-reference.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/adr/064-worktree-finalization-requires-delegated-authority.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
G03,🌿 Travailler et livrer dans un dépôt,Gate de merge avec contrôle du résultat,Conditionnel / limité,"Revue, corrections et décision de merge/squash dans le parcours prévu ; critères de validation et branche cible à configurer.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/review-merge-gate.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
G04,🌿 Travailler et livrer dans un dépôt,Vue des changements et commits,Documenté,"Inspecter les fichiers modifiés, le diff et les commits depuis le run ; métadonnées persistées pour les parcours cloud documentés.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/visual-editor.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/adr/068-persist-run-diff-content-for-cloud-panels.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
G05,🌿 Travailler et livrer dans un dépôt,Nettoyage prudent du pool de worktrees,Conditionnel / limité,"Collecte bornée des anciens worktrees éligibles ; préserve les travaux sales, actifs ou récupérables, sans constituer un plafond disque strict.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/worktree-pool.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
G06,🌿 Travailler et livrer dans un dépôt,Environnement d’outillage Devbox,Conditionnel / limité,Préparer l’outillage déclaré du bot et du dépôt ; dépend de l’installation et de l’environnement d’exécution.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/adr/017-devbox-first-bot-toolchain.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
G07,🌿 Travailler et livrer dans un dépôt,Connexion et création de dépôts depuis le Studio,Conditionnel / limité,"Assistant de connexion aux forges, sélection du dépôt cible et création si autorisée ; parcours cloud et permissions de la forge requis.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/repo-scope.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
T01,"⚡ Déclencher, planifier et enchaîner",Invocations déclarées dans le manifeste,Documenté,"Décrire les entrées forge, commande, schedule, board et keepalive avec lancement direct ou création de carte.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/bot-invocations.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
T02,"⚡ Déclencher, planifier et enchaîner",Webhooks entrants multi-forges et JSON,Documenté,"GitHub, GitLab, Forgejo/Gitea ou payload générique ; filtres d’événements/projets/auteurs et authentification configurée.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/webhooks.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
T03,"⚡ Déclencher, planifier et enchaîner",Commandes et conversations dans une forge,Conditionnel / limité,"Commandes slash et réponses à un bot dans les fils GitHub/GitLab autorisés ; envoi de réponse encore fondé sur une skill, capacité native forge.reply différée.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/forge-conversations.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/bot-invocations.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
T04,"⚡ Déclencher, planifier et enchaîner",Planification locale et cloud,Documenté,"Cron, gardes et politique de chevauchement ; exécution via cron hôte en local ou planificateur de plateforme.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/scheduling.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
T05,"⚡ Déclencher, planifier et enchaîner",Keepalive et attente de disponibilité,Conditionnel / limité,Relancer les missions récurrentes selon les gardes et les fenêtres de disponibilité ; comportement à configurer par bot et backend.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/scheduling.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/bot-invocations.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
T06,"⚡ Déclencher, planifier et enchaîner",Déclencheurs sur événements et résultats de runs,Documenté,"Souscriptions aux événements de board, événements explicites ou fins d’exécution pour enchaîner les missions.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/adr/046-event-driven-runs-trigger-spine.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
T07,"⚡ Déclencher, planifier et enchaîner",Outbox durable des effets de board cloud,Conditionnel / limité,"Matérialisation, claim, retry et échec définitif pour les effets de triggers ; exécution au moins une fois, avec fenêtres de panne résiduelles documentées.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/adr/094-trigger-effect-outbox.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
T08,"⚡ Déclencher, planifier et enchaîner",Routage automatique de l’issue d’une mission,Conditionnel / limité,"Politique figée au lancement pour merge, relance ou escalade ; option de serveur et registre de décisions.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/outcome-router.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
T09,"⚡ Déclencher, planifier et enchaîner",Callbacks HTTP et notifications web,Conditionnel / limité,"Callback de fin signé HMAC, alertes opérateur et Web Push ; configuration nécessaire, notifications natives desktop différées.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/outbound-callbacks.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/notifications.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/usage-caps.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
K01,📋 Coordonner le travail d’une équipe,Kanban natif indépendant d’une forge,Documenté,"Cartes, colonnes, labels, priorités, affectations et commentaires, utilisables via Studio ou CLI.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/native-tracker.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
K02,📋 Coordonner le travail d’une équipe,Champs personnalisés typés et dépendances,Documenté,Schéma de carte validé ; bloqueurs durs et état waiting_deps pour éviter un lancement prématuré.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/native-tracker.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
K03,📋 Coordonner le travail d’une équipe,Dispatcher autonome de tickets,Conditionnel / limité,"Sélection, claim, lancement, retries, détection de stall et limites de concurrence ; tracker natif et adaptateurs configurables.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/dispatcher.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
K04,📋 Coordonner le travail d’une équipe,Board de pipelines et contrôle des missions,Documenté,"Vue des tâches planifiées et runs actifs, lancement par priorité et limite de pipelines simultanés.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/visual-editor.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/native-tracker.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
K05,📋 Coordonner le travail d’une équipe,Synchronisation GitHub Projects V2,Conditionnel / limité,"Statuts dans les deux sens ; champs d’issue synchronisés selon une table précise, pas une synchronisation arbitraire de tous les champs.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/github-board-sync.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
K06,📋 Coordonner le travail d’une équipe,"Liens entre cartes, runs et résultats",Documenté,"Dernier run, worktree, états d’attente et historique d’événements pour suivre la provenance du travail.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/native-tracker.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
K07,📋 Coordonner le travail d’une équipe,Éditeur de configuration pour un non-opérateur,Conditionnel / limité,"Partager un accès révocable à certains champs d’un fichier du dépôt ; commit par la forge, contrôle de conflit et audit, sans donner accès au Studio opérateur.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/config-share.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
P01,"🔐 Permissions, secrets et données",Permissions d’outils et mode lecture seule,Conditionnel / limité,"Gate ask/deny sur les appels des agents : claw, Claude Code et pi RPC ; Kimi/Grok deny uniquement, Codex sans ce gate. permission: n’est pas appliqué aux nœuds shell tool.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/permissions.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/delegation.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
P02,"🔐 Permissions, secrets et données",Sandbox d’exécution,Conditionnel / limité,"Isolation configurable selon backend, driver et déploiement ; auto peut se dégrader, Codex utilise sa propre sandbox.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/sandbox.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
P03,"🔐 Permissions, secrets et données",Secrets liés aux bots et contrôle d’hôtes,Conditionnel / limité,Bindings pour limiter les secrets fournis et allowed_hosts pour les parcours d’egress couverts ; ne pas étendre cette garantie à tous les appels shell.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/secrets-reference.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
P04,"🔐 Permissions, secrets et données",Secrets scellés au repos,Documenté,AES-256-GCM avec liaison au record ; clé partagée par les composants cloud autorisés. Pas de rotation automatique de clé maîtresse aujourd’hui.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/secrets-reference.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
P05,"🔐 Permissions, secrets et données",Secrets injectés sous forme de fichiers,Conditionnel / limité,"Matérialiser un secret as: file, avec mécanisme de rafraîchissement en cours de run sur les parcours raccordés.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/secrets-reference.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/adr/069-mid-run-file-secret-refresh-for-sandboxed-runs.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
P06,"🔐 Permissions, secrets et données",Détection et masquage local de données sensibles,Conditionnel / limité,"privacy_filter en Go : comptes, emails, téléphones, URL et secrets. Noms de personnes, adresses postales et dates non couverts.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/privacy_filter.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
P07,"🔐 Permissions, secrets et données",Restauration des valeurs masquées,Conditionnel / limité,"privacy_unfilter retrouve les valeurs originales si le fichier du coffre est conservé, sans réplication Mongo/S3 du coffre. Dans les traces, masquage ciblé de l’entrée de privacy_filter et de la sortie de privacy_unfilter, pas des données circulant ailleurs.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/privacy_filter.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/pkg/backend/tool/privacy/vault.go https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/pkg/runner/loop.go,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
P08,"🔐 Permissions, secrets et données",Contrôles des uploads et aperçus navigateur,Conditionnel / limité,"MIME, taille, chemin et protection SSRF sur les routes couvertes ; les contenus actifs sont restreints, sans garantie générale d’innocuité des fichiers.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/attachments.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/browser-pane.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
P09,"🔐 Permissions, secrets et données",Coffre système pour les identifiants desktop,Conditionnel / limité,"Intégration Keychain macOS, Credential Manager Windows ou Secret Service Linux ; disponibilité du service système requise. Distinct du scellement des secrets cloud.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/desktop.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/cmd/iterion-desktop/keychain.go,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
E01,"🏢 Équipes, accès et consommation","Organisations, équipes et rôles",Documenté,Isoler les ressources de plateforme par tenant et attribuer les droits opérateur/administrateur et capacités d’édition.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/cloud-overview.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/config-share.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
E02,"🏢 Équipes, accès et consommation",SSO d’organisation,Documenté,"OIDC générique et connecteurs dédiés, avec configuration et politiques d’accès propres à l’organisation.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/adr/035-per-org-sso-generic-oidc-plus-dedicated-connectors.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
E03,"🏢 Équipes, accès et consommation",Clés LLM propres à l’utilisateur ou l’organisation,Documenté,"BYOK, defaults et overrides par lancement/intégration selon la chaîne de résolution ; les fournisseurs restent facturés séparément.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/byok.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/secrets-reference.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
E04,"🏢 Équipes, accès et consommation",Authentification par abonnement/OAuth,Conditionnel / limité,"Réutiliser les authentifications prises en charge par les backends CLI, dans les limites de ces accès et de leur fournisseur.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/oauth-forfait.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/backends.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
E05,"🏢 Équipes, accès et consommation",Pool volontaire d’identifiants de contributeurs,Conditionnel / limité,"Prêts de credentials avec audience, disponibilité, limites et bail par run ; ce mécanisme n’augmente pas les quotas accordés par les fournisseurs.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/credential-pool.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
E06,"🏢 Équipes, accès et consommation","Budgets de run : coût, tokens, durée, itérations",Conditionnel / limité,"Limites configurables, estimation selon backend, marge de finalisation et budgets séparés des sous-bots ; pas un plafond universel de facture.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/dsl.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
E07,"🏢 Équipes, accès et consommation",Quotas de plateforme et admission des lancements,Conditionnel / limité,"Concurrence, cadence, quota mensuel et coût ; les lectures de quotas peuvent laisser passer le lancement en cas d’erreur de stockage.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/quotas-and-limits.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
E08,"🏢 Équipes, accès et consommation",Protection des fenêtres d’usage d’abonnement,Conditionnel / limité,"Seuils souples/durs et politiques ajustables ; mesure actuellement spécifique à Claude Code, distincte du budget monétaire.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/usage-caps.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
E09,"🏢 Équipes, accès et consommation",Jetons personnels et audit d’administration,Documenté,Accès API et actions d’administration attribués ; journal des changements selon les opérations couvertes.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/cloud-rest-api.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/secrets-reference.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
E10,"🏢 Équipes, accès et consommation",Affichage de l’origine des paramètres effectifs,Documenté,"Le lancement indique la valeur et la provenance des modes backend, permission, compression et auto-memory, ainsi que les nœuds ayant leurs propres réglages.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/settings-precedence.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
U01,🔎 Observer et examiner les résultats,Console de run en direct,Documenté,"Graphe, événements, logs et compteurs pour suivre l’exécution depuis le Studio.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/visual-editor.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
U02,🔎 Observer et examiner les résultats,Artefacts et historique par étape/itération,Documenté,Sorties versionnées et événements persistés pour examiner une exécution terminée.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/persisted-formats.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
U03,🔎 Observer et examiner les résultats,Rapports de coûts et statistiques d’usage,Documenté,"Répartition par modèle/fournisseur, nombre de runs, échecs et durées P50/P95 ; précision liée à la comptabilisation disponible.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/visual-editor.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
U04,🔎 Observer et examiner les résultats,Liste de tâches de la session,Conditionnel / limité,Historique déterministe des TodoWrite/todo_write reconstruit depuis les événements ; alimenté aujourd’hui par Claude Code et claw.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/session-board.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
U05,🔎 Observer et examiner les résultats,Widgets de suivi générés par IA,Conditionnel / limité,"Notes, métriques, checklists, progression et graphiques ; option locale avec budget d’évaluations, non raccordée au cloud aujourd’hui.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/session-board.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
U06,🔎 Observer et examiner les résultats,Aperçus web et captures dans le temps,Conditionnel / limité,"URLs de résultat, captures liées au run et navigateur live par attachement manuel local ; live cloud et auto-attach Playwright différés.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/browser-pane.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
U07,🔎 Observer et examiner les résultats,Livrables fichiers rendus consultables,Documenté,Un outil peut publier un fichier produit comme pièce jointe du run par directive stdout ; les échecs de publication sont signalés sans faire échouer l’outil.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/attachments.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
U08,🔎 Observer et examiner les résultats,Terminal post-mortem du worktree,Conditionnel / limité,"Examiner un run au repos dans son environnement conservé ; local Unix uniquement, sans terminal hôte cloud.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/post-mortem-shell.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
U09,🔎 Observer et examiner les résultats,"Logs structurés, erreurs et tracing",Conditionnel / limité,"JSON de processus, alertes et intégration Sentry/GlitchTip ; DSN requis, tracing activé séparément.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/observability.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
U10,🔎 Observer et examiner les résultats,"Prometheus, OTLP et tableaux Grafana",Conditionnel / limité,"Endpoint de métriques et stack d’observabilité fournie ; coûts, tokens, retries et durées selon les données exposées par chaque backend.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/observability/README.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
U11,🔎 Observer et examiner les résultats,Édition directe des fichiers d’un run,Conditionnel / limité,"Éditer un fichier texte dans le worktree local encore présent ; limite de 4 MiB, sans staging Git, verrouillage ou contrôle de conflit concurrent. Distinct de l’éditeur de bots.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/adr/016-in-run-worktree-file-editor.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
D01,⚙️ Déployer et évaluer la plateforme,"CLI, Studio, application desktop et cloud auto-hébergé",Documenté,Plusieurs surfaces autour du même moteur ; leur parité fonctionnelle n’est pas complète.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/current-state.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/desktop.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
D02,⚙️ Déployer et évaluer la plateforme,Runners distribués et stockage de plateforme,Documenté,"File NATS, runners, MongoDB et stockage S3 ; architecture Kubernetes et mise à l’échelle à opérer.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/cloud-architecture.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
D03,⚙️ Déployer et évaluer la plateforme,Sources du bot figées au lancement cloud,Documenté,"Snapshot du parent, sous-bots et ressources avec empreinte ; les runners n’utilisent pas silencieusement leur propre version du catalogue.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/bot-bundle-snapshots.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
D04,⚙️ Déployer et évaluer la plateforme,API et SDK TypeScript,Documenté,"Piloter les exécutions, reprendre et consommer les événements ; SDK pour les environnements Node, Deno et Bun documentés.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/cloud-rest-api.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/README.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
D05,⚙️ Déployer et évaluer la plateforme,Recettes et comparaison de variantes,Documenté,"Combiner workflow, paramètres, prompts, budgets et politique d’évaluation pour organiser des campagnes de benchmark.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/recipes.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
D06,⚙️ Déployer et évaluer la plateforme,Analyse de convergence sur runs enregistrés,Conditionnel / limité,bench asymptote agrège les verdicts par itération sans rejouer les LLM ; ce n’est pas une garantie de convergence ni un benchmark concurrentiel réalisé.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/asymptote-bench.md,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
